drug_name,medical_condition,activity,rx_otc,pregnancy_category,alcohol
Children's Tylenol,Pain,3,Rx/OTC,C,X
clonidine,Pain,3,Rx,C,X
ConZip,Pain,3,Rx,C,X
Dolono,Pain,3,Rx/OTC,C,X
Duragesic,Pain,3,Rx,C,X
Febrol Solution,Pain,3,Rx/OTC,C,X
Genapap,Pain,3,Rx/OTC,C,X
Genebs,Pain,3,Rx/OTC,C,X
Genpril,Pain,3,Rx/OTC,C,X
IBU-200,Pain,3,Rx/OTC,C,X
indomethacin,Pain,3,Rx,C,X
Infant's Tylenol,Pain,3,Rx/OTC,C,X
Jr. Tylenol,Pain,3,Rx/OTC,C,X
Kadian,Pain,3,Rx,C,X
Lidocaine Viscous,Pain,3,Rx,B,N
M-Pap,Pain,3,Rx/OTC,C,X
Mapap Arthritis Pain,Pain,3,Rx/OTC,C,X
Midol IB,Pain,3,Rx/OTC,C,X
Motrin Childrens,Pain,3,Rx/OTC,C,X
Motrin Junior Strength,Pain,3,Rx/OTC,C,X
Nortemp Children's,Pain,3,Rx/OTC,C,X
Nucynta ER,Pain,3,Rx,C,X
Nuprin,Pain,3,Rx/OTC,C,X
Ofirmev,Pain,3,Rx/OTC,C,X
Pharbetol,Pain,3,Rx/OTC,C,X
Proprinal,Pain,3,Rx/OTC,C,X
Qdolo,Pain,3,Rx,C,X
Silapap Childrens,Pain,3,Rx/OTC,C,X
Tactinal,Pain,3,Rx/OTC,C,X
Tempra Quicklets,Pain,3,Rx/OTC,C,X
Tycolene,Pain,3,Rx/OTC,C,X
Tylophen,Pain,3,Rx/OTC,C,X
Ultracet,Pain,3,Rx,C,X
Vitapap,Pain,3,Rx/OTC,C,X
Actiq,Pain,2,Rx,C,X
Aflaxen,Pain,2,Rx/OTC,C,X
All Day Pain Relief,Pain,2,Rx/OTC,C,X
All Day Relief,Pain,2,Rx/OTC,C,X
Anaprox,Pain,2,Rx/OTC,C,X
Anaprox-DS,Pain,2,Rx/OTC,C,X
Anjeso,Pain,2,Rx,C,X
Dazidox,Pain,2,Rx,N,X
EC-Naprosyn,Pain,2,Rx/OTC,C,X
ETH-Oxydose,Pain,2,Rx,N,X
Flanax Pain Reliever,Pain,2,Rx/OTC,C,X
Hysingla ER,Pain,2,Rx,C,X
ketamine,Pain,2,Rx,N,X
Lofena,Pain,2,Rx,D,X
Naprelan,Pain,2,Rx/OTC,C,X
Oxaydo,Pain,2,Rx,N,X
Oxydose,Pain,2,Rx,N,X
Oxyfast,Pain,2,Rx,N,X
piroxicam,Pain,2,Rx,C,X
RoxyBond,Pain,2,Rx,N,X
Tylenol PM,Pain,2,Rx/OTC,N,X
Xrylix,Pain,2,Rx,C,N
Xtampza ER,Pain,2,Rx,N,X
Zipsor,Pain,2,Rx,D,X
Zorvolex,Pain,2,Rx,D,X
Advil PM,Pain,1,OTC,N,X
Aleve PM,Pain,1,OTC,C,X
Aloe Vera Burn Relief Spray with Lidocaine,Pain,1,OTC,B,N
AneCream,Pain,1,OTC,B,N
Anestacon,Pain,1,OTC,B,N
Astero,Pain,1,Rx/OTC,B,N
Astramorph PF,Pain,1,Rx,C,X
Bactine,Pain,1,OTC,B,N
Belbuca,Pain,1,Rx,C,X
Biofreeze,Pain,1,Rx/OTC,N,N
butorphanol,Pain,1,Rx,C,X
Butrans,Pain,1,Rx,C,X
capsaicin,Pain,1,Rx/OTC,B,N
CidalEaze,Pain,1,Rx/OTC,B,N
DermacinRx Lidotral﻿,Pain,1,Rx,B,N
DermacinRx Lido V Pak,Pain,1,Rx/OTC,B,N
diphenhydramine,Pain,1,OTC,B,N
Duraclon,Pain,1,Rx,C,X
Duramorph,Pain,1,Rx,C,X
Duramorph PF,Pain,1,Rx,C,X
Eha Lotion,Pain,1,Rx/OTC,B,N
Fentora,Pain,1,Rx,C,X
Glydo,Pain,1,Rx,B,N
Ibuprofen PM,Pain,1,OTC,N,X
imipramine,Pain,1,Rx,N,X
Infumorph,Pain,1,Rx,C,X
Itch Relief,Pain,1,OTC,B,N
ketoprofen,Pain,1,Rx/OTC,C,X
levorphanol,Pain,1,Rx,C,X
LidaMantle,Pain,1,Rx,B,N
Lidopac,Pain,1,Rx/OTC,B,N
LidoRx,Pain,1,Rx,B,N
Lidotrans 5 Pak,Pain,1,Rx/OTC,B,N
Lidozion,Pain,1,Rx,B,N
LMX 4,Pain,1,OTC,B,N
LMX 5,Pain,1,OTC,B,N
LTA II Kit,Pain,1,Rx,B,N
Lydexa,Pain,1,Rx/OTC,B,N
Medi-Quik Spray,Pain,1,OTC,B,N
mefenamic acid,Pain,1,Rx,C,X
Methadone Diskets,Pain,1,Rx,C,X
Methadose,Pain,1,Rx,C,X
Mitigo,Pain,1,Rx,C,X
Moxicaine,Pain,1,Rx,B,N
nalbuphine,Pain,1,Rx,B,X
RadiaGuard,Pain,1,OTC,B,N
RectiCare,Pain,1,OTC,B,N
Regenecare HA Spray,Pain,1,OTC,B,N
Sprix,Pain,1,Rx,C,X
sulindac,Pain,1,Rx,C,X
Topicaine,Pain,1,OTC,B,N
Tranzarel,Pain,1,Rx/OTC,B,N
Xylocaine Jelly,Pain,1,Rx/OTC,B,N
Xylocaine Topical,Pain,1,Rx/OTC,B,N
Zionodil,Pain,1,Rx,B,N
acetaminophen / aspirin / caffeine / salicylamide,Pain,0,Rx/OTC,N,X
acetaminophen / aspirin,Pain,0,OTC,N,X
acetaminophen / caffeine / dihydrocodeine,Pain,0,Rx,C,X
acetaminophen / caffeine,Pain,0,OTC,N,X
acetaminophen / diphenhydramine,Pain,0,Rx/OTC,N,X
acetaminophen / phenyltoloxamine / salicylamide,Pain,0,Rx,C,X
ActivICE,Pain,0,Rx/OTC,N,N
alfentanil,Pain,0,Rx,C,X
Alka-Seltzer Wake-Up Call!,Pain,0,OTC,N,X
Anacin,Pain,0,OTC,N,X
Anbesol,Pain,0,Rx/OTC,C,N
Arctic Relief,Pain,0,OTC,N,N
Arthricream,Pain,0,OTC,N,N
Asper-Flex,Pain,0,OTC,N,N
Aspercreme Max No Mess Roll-On,Pain,0,Rx/OTC,N,N
Aspercreme Pain Relieving Heat Gel,Pain,0,Rx/OTC,N,N
aspirin / butalbital / caffeine,Pain,0,Rx,C,X
aspirin / caffeine / dihydrocodeine,Pain,0,Rx,N,X
aspirin / caffeine,Pain,0,OTC,N,X
aspirin / carisoprodol / codeine,Pain,0,Rx,C,X
aspirin / oxycodone,Pain,0,Rx,B,X
Axsain,Pain,0,Rx/OTC,B,N
Back & Body Extra Strength,Pain,0,OTC,N,X
Bayer Back & Body,Pain,0,OTC,N,X
Bayer Extra Strength Back & Body,Pain,0,OTC,N,X
BC Arthritis,Pain,0,OTC,N,X
BC Fast Pain Relief,Pain,0,OTC,N,X
Bengay Cold Therapy Gel,Pain,0,Rx/OTC,N,N
Bengay Ultra Strength Pain Relieving Patch,Pain,0,Rx/OTC,N,N
BENGAY Vanishing Scent,Pain,0,Rx/OTC,N,N
Bengay Zero Degrees,Pain,0,Rx/OTC,N,N
Benzo-Jel,Pain,0,Rx/OTC,C,N
benzocaine,Pain,0,Rx/OTC,C,N
Bio-Therm Pain Relieving Lotion,Pain,0,OTC,N,N
"Blue-Emu Maximum Strength Arthritis, Muscle & Joint Pain Relief",Pain,0,Rx/OTC,N,N
Blue Gel,Pain,0,Rx/OTC,N,N
bupivacaine liposome,Pain,0,Rx,C,N
camphor / menthol,Pain,0,OTC,N,N
Capsagel Extra Strength,Pain,0,Rx/OTC,B,N
capsaicin / lidocaine / menthol / methyl salicylate,Pain,0,OTC,N,N
capsaicin / menthol / methyl salicylate,Pain,0,OTC,N,N
Capsin,Pain,0,Rx/OTC,B,N
Capzasin,Pain,0,Rx/OTC,B,N
Capzasin-HP,Pain,0,Rx/OTC,B,N
Capzasin-P,Pain,0,Rx/OTC,B,N
Castiva Warming,Pain,0,Rx/OTC,B,N
Cepacol Fizzlers,Pain,0,Rx/OTC,C,N
Chiggerex,Pain,0,Rx/OTC,C,N
Choline Magnesium Trisalicylate,Pain,0,Rx,C,X
Clinoril,Pain,0,Rx,C,X
Cool 'n Heat Patch,Pain,0,Rx/OTC,N,N
Cope,Pain,0,OTC,N,X
Dendracin Neurodendraxcin,Pain,0,OTC,N,N
Denti-Care Denti-Freeze,Pain,0,Rx/OTC,C,N
Dermoplast,Pain,0,Rx/OTC,C,N
diflunisal,Pain,0,Rx,C,N
diphenhydramine / ibuprofen,Pain,0,OTC,N,X
diphenhydramine / magnesium salicylate,Pain,0,OTC,N,X
diphenhydramine / naproxen,Pain,0,OTC,C,X
Doan's Pills,Pain,0,Rx/OTC,C,X
Doans Pills Extra Strength,Pain,0,Rx/OTC,C,X
Doans PM,Pain,0,OTC,N,X
Dolobid,Pain,0,Rx,C,N
Dsuvia,Pain,0,Rx,C,X
Duraxin,Pain,0,Rx,C,X
Dvorah,Pain,0,Rx,C,X
dyclonine,Pain,0,Rx/OTC,C,N
Ed-Flex,Pain,0,Rx,C,X
Endodan,Pain,0,Rx,B,X
Excedrin Quick Tab,Pain,0,OTC,N,X
Excedrin Tension Headache,Pain,0,OTC,N,X
Exoten-C Pain Relief,Pain,0,OTC,N,N
Exparel,Pain,0,Rx,C,N
Fast Freeze,Pain,0,OTC,N,N
Feldene,Pain,0,Rx,C,X
fenoprofen,Pain,0,Rx,D,X
Fenortho,Pain,0,Rx,D,X
Fiorinal,Pain,0,Rx,C,X
Flexall,Pain,0,Rx/OTC,N,N
flurbiprofen,Pain,0,Rx,C,X
Fortabs,Pain,0,Rx,C,X
Freeze It,Pain,0,OTC,N,N
Gebauer's Spray and Stretch,Pain,0,OTC,N,N
Gold Bond Medicated Maximum Strength Foot,Pain,0,Rx/OTC,N,N
Headache Relief PM,Pain,0,Rx/OTC,N,X
Icy Hot Advanced Relief Pain Relief Patch,Pain,0,Rx/OTC,N,N
Icy Hot Extra Strength,Pain,0,Rx/OTC,N,N
Icy Hot Medicated Spray,Pain,0,Rx/OTC,N,N
Icy Hot Vanishing Scent Pain Relieving Gel,Pain,0,Rx/OTC,N,N
Indocin,Pain,0,Rx,C,X
Indocin SR,Pain,0,Rx,C,X
Kank-a,Pain,0,Rx/OTC,C,N
Lanacane,Pain,0,Rx/OTC,C,N
Laryngesic,Pain,0,Rx/OTC,C,N
Legatrin PM,Pain,0,Rx/OTC,N,X
LidoPro,Pain,0,OTC,N,N
magnesium salicylate,Pain,0,Rx/OTC,C,X
Max-Freeze,Pain,0,Rx/OTC,N,N
meclofenamate,Pain,0,Rx,N,X
Medi-Derm Rx,Pain,0,OTC,N,N
Medicone,Pain,0,Rx/OTC,C,N
Medrox,Pain,0,OTC,N,N
Medrox-Rx,Pain,0,OTC,N,N
Menthac Arthritis Cream with Capsaicin,Pain,0,Rx/OTC,B,N
menthol,Pain,0,Rx/OTC,N,N
Meperitab,Pain,0,Rx,C,X
Midol PM,Pain,0,Rx/OTC,N,X
Mineral Ice,Pain,0,Rx/OTC,N,N
Motrin PM,Pain,0,OTC,N,X
MST,Pain,0,Rx/OTC,C,X
Myoflex,Pain,0,OTC,N,N
Nalfon,Pain,0,Rx,D,X
Nalocet,Pain,0,Rx,C,X
naloxone / pentazocine,Pain,0,Rx,C,X
New Terocin,Pain,0,OTC,N,N
Nuprin Backache,Pain,0,Rx/OTC,C,X
P-A-C,Pain,0,OTC,N,X
P-A-C Analgesic,Pain,0,OTC,N,X
Painaid,Pain,0,Rx/OTC,N,X
pentafluoropropane / tetrafluoroethane,Pain,0,OTC,N,N
Percodan,Pain,0,Rx,B,X
Percogesic Extra Strength,Pain,0,Rx/OTC,N,X
Percogesic Original Strength,Pain,0,Rx/OTC,N,X
Pramox,Pain,0,Rx/OTC,N,N
pramoxine,Pain,0,Rx/OTC,N,N
Prax,Pain,0,Rx/OTC,N,N
Precaine B,Pain,0,Rx/OTC,C,N
Prialt,Pain,0,Rx,C,X
Primlev,Pain,0,Rx,C,X
Prolate,Pain,0,Rx,C,X
Qutenza,Pain,0,Rx,B,N
Rematex,Pain,0,OTC,N,N
Salonpas-Hot,Pain,0,Rx/OTC,B,N
Sarna Sensitive,Pain,0,Rx/OTC,N,N
Sloan's Liniment,Pain,0,Rx/OTC,B,N
Solarcaine First Aid Medicated Spray,Pain,0,Rx/OTC,C,N
Soltice Quick-Rub,Pain,0,OTC,N,N
Sombra Cool Therapy,Pain,0,Rx/OTC,N,N
Sombra Warm Therapy,Pain,0,OTC,N,N
Stopain,Pain,0,Rx/OTC,N,N
sufentanil,Pain,0,Rx,C,X
Theragen HP,Pain,0,Rx/OTC,B,N
Therapeutic Ice,Pain,0,Rx/OTC,N,N
Tiger Balm,Pain,0,OTC,N,N
Tiger Balm Pain Relieving Patch,Pain,0,OTC,N,N
Tivorbex,Pain,0,Rx,C,X
Tofranil,Pain,0,Rx,N,X
tolmetin,Pain,0,Rx,C,X
Topical Anesthetic Dental Gel,Pain,0,Rx/OTC,C,N
Transderm-iQ,Pain,0,OTC,N,N
Trezix,Pain,0,Rx,C,X
trolamine salicylate,Pain,0,OTC,N,N
Tru-micin,Pain,0,OTC,N,N
Ultracin T,Pain,0,OTC,N,N
Xodol,Pain,0,Rx,C,X
Xolox,Pain,0,Rx,C,X
ziconotide,Pain,0,Rx,C,X
Zostrix,Pain,0,Rx/OTC,B,N
Zostrix Diabetic Foot Pain,Pain,0,Rx/OTC,B,N
Zostrix Sports,Pain,0,Rx/OTC,B,N
Zyfrel,Pain,0,Rx,C,X
levofloxacin,Pneumonia,97,Rx,C,N
clarithromycin,Pneumonia,66,Rx,C,N
ceftriaxone,Pneumonia,49,Rx,B,N
Levaquin,Pneumonia,47,Rx,C,N
azithromycin,Pneumonia,44,Rx,B,N
doxycycline,Pneumonia,42,Rx,D,X
amoxicillin,Pneumonia,32,Rx,B,N
Amoxil,Pneumonia,22,Rx,B,N
Azithromycin Dose Pack,Pneumonia,22,Rx,B,N
Augmentin,Pneumonia,20,Rx,B,N
ciprofloxacin,Pneumonia,18,Rx,C,N
Avelox,Pneumonia,17,Rx,C,N
cefdinir,Pneumonia,17,Rx,B,N
Zithromax,Pneumonia,16,Rx,B,N
amoxicillin / clavulanate,Pneumonia,15,Rx,B,N
clindamycin,Pneumonia,15,Rx,B,N
Cipro,Pneumonia,12,Rx,C,N
cefotaxime,Pneumonia,11,Rx,B,N
metronidazole,Pneumonia,11,Rx,B,X
cefuroxime,Pneumonia,10,Rx,B,N
moxifloxacin,Pneumonia,10,Rx,C,N
sulfamethoxazole / trimethoprim,Pneumonia,10,Rx,D,X
vancomycin,Pneumonia,10,Rx,C,N
Bactrim,Pneumonia,9,Rx,D,X
Bactrim DS,Pneumonia,6,Rx,D,X
cefepime,Pneumonia,6,Rx,B,N
ceftazidime,Pneumonia,6,Rx,B,N
Ceftin,Pneumonia,6,Rx,B,N
Apo-Amoxi,Pneumonia,5,Rx,B,N
Flagyl,Pneumonia,5,Rx,B,X
amikacin,Pneumonia,4,Rx,D,N
Ancef,Pneumonia,4,Rx,B,N
cefpodoxime,Pneumonia,4,Rx,B,N
Doxy 100,Pneumonia,4,Rx,D,X
erythromycin,Pneumonia,4,Rx,B,X
Vibramycin,Pneumonia,4,Rx,D,X
Zyvox,Pneumonia,4,Rx,C,N
cefixime,Pneumonia,3,Rx,B,N
cilastatin / imipenem,Pneumonia,3,Rx,C,N
Cipro I.V.,Pneumonia,3,Rx,C,N
Cipro XR,Pneumonia,3,Rx,C,N
Cleocin,Pneumonia,3,Rx,B,N
Doryx,Pneumonia,3,Rx,D,X
Doryx MPC,Pneumonia,3,Rx,D,X
Flagyl IV,Pneumonia,3,Rx,B,X
linezolid,Pneumonia,3,Rx,C,N
Monodox,Pneumonia,3,Rx,D,X
Morgidox,Pneumonia,3,Rx,D,X
Oraxyl,Pneumonia,3,Rx,D,X
piperacillin / tazobactam,Pneumonia,3,Rx,B,N
Zosyn,Pneumonia,3,Rx,B,N
Biaxin XL,Pneumonia,2,Rx,C,N
cefazolin,Pneumonia,2,Rx,B,N
Cleocin HCl,Pneumonia,2,Rx,B,N
Cleocin Pediatric,Pneumonia,2,Rx,B,N
Cleocin Phosphate,Pneumonia,2,Rx,B,N
Co-trimoxazole,Pneumonia,2,Rx,D,X
Flagyl 375,Pneumonia,2,Rx,B,X
Septra,Pneumonia,2,Rx,D,X
tobramycin,Pneumonia,2,Rx,D,N
Achromycin V,Pneumonia,1,Rx,D,N
Ala-Tet,Pneumonia,1,Rx,D,N
Amoclan,Pneumonia,1,Rx,B,N
ampicillin,Pneumonia,1,Rx,B,N
Augmentin XR,Pneumonia,1,Rx,B,N
Avelox I.V.,Pneumonia,1,Rx,C,N
aztreonam,Pneumonia,1,Rx,B,N
Brodspec,Pneumonia,1,Rx,D,N
cefaclor,Pneumonia,1,Rx,B,N
Cefzil,Pneumonia,1,Rx,B,N
dicloxacillin,Pneumonia,1,Rx,B,N
E.E.S. Granules,Pneumonia,1,Rx,B,X
ertapenem,Pneumonia,1,Rx,B,N
Ery-Tab,Pneumonia,1,Rx,B,X
Eryc,Pneumonia,1,Rx,B,X
EryPed,Pneumonia,1,Rx,B,X
Erythrocin,Pneumonia,1,Rx,B,X
Erythrocin Lactobionate,Pneumonia,1,Rx,B,X
Floxin,Pneumonia,1,Rx,C,N
Garamycin,Pneumonia,1,Rx,D,N
gentamicin,Pneumonia,1,Rx,D,N
Invanz,Pneumonia,1,Rx,B,N
Maxipime,Pneumonia,1,Rx,B,N
ofloxacin,Pneumonia,1,Rx,C,N
PCE Dispertab,Pneumonia,1,Rx,B,X
Penicillin VK,Pneumonia,1,Rx,B,N
penicillin v potassium,Pneumonia,1,Rx,B,N
Primaxin IV,Pneumonia,1,Rx,C,N
Septra DS,Pneumonia,1,Rx,D,X
Sulfatrim Pediatric,Pneumonia,1,Rx,D,X
Suprax,Pneumonia,1,Rx,B,N
Teflaro,Pneumonia,1,Rx,B,N
tetracycline,Pneumonia,1,Rx,D,N
tigecycline,Pneumonia,1,Rx,D,N
Tygacil,Pneumonia,1,Rx,D,N
Vancocin,Pneumonia,1,Rx,C,N
Vancocin HCl,Pneumonia,1,Rx,C,N
Vancocin HCl Pulvules,Pneumonia,1,Rx,C,N
Zinacef,Pneumonia,1,Rx,B,N
Amikin,Pneumonia,0,Rx,D,N
Amikin Pediatric,Pneumonia,0,Rx,D,N
ampicillin / sulbactam,Pneumonia,0,Rx,B,N
avibactam / ceftazidime,Pneumonia,0,Rx,B,N
Avycaz,Pneumonia,0,Rx,B,N
Azactam,Pneumonia,0,Rx,B,N
BACiiM,Pneumonia,0,Rx,C,N
bacitracin,Pneumonia,0,Rx,C,N
Bicillin C-R,Pneumonia,0,Rx,B,N
Bicillin C-R 900/300,Pneumonia,0,Rx,B,N
Cefotan,Pneumonia,0,Rx,B,X
cefotetan,Pneumonia,0,Rx,B,X
cefoxitin,Pneumonia,0,Rx,B,N
cefprozil,Pneumonia,0,Rx,B,N
ceftaroline,Pneumonia,0,Rx,B,N
ceftolozane / tazobactam,Pneumonia,0,Rx,B,N
Claforan,Pneumonia,0,Rx,B,N
Dycill,Pneumonia,0,Rx,B,N
Dynapen,Pneumonia,0,Rx,B,N
Factive,Pneumonia,0,Rx,C,N
Fortaz,Pneumonia,0,Rx,B,N
gemifloxacin,Pneumonia,0,Rx,C,N
nafcillin,Pneumonia,0,Rx,B,N
oxacillin,Pneumonia,0,Rx,B,N
penicillin g benzathine / procaine penicillin,Pneumonia,0,Rx,B,N
penicillin g potassium,Pneumonia,0,Rx,B,N
penicillin g sodium,Pneumonia,0,Rx,B,N
Pfizerpen,Pneumonia,0,Rx,B,N
piperacillin,Pneumonia,0,Rx,B,N
procaine penicillin,Pneumonia,0,Rx,B,N
Tazicef,Pneumonia,0,Rx,B,N
telavancin,Pneumonia,0,Rx,C,N
Tobi,Pneumonia,0,Rx,D,N
Unasyn,Pneumonia,0,Rx,B,N
Vibativ,Pneumonia,0,Rx,C,N
Zerbaxa,Pneumonia,0,Rx,B,N
clobetasol,Psoriasis,95,Rx,C,N
methotrexate,Psoriasis,76,Rx,X,X
Humira,Psoriasis,62,Rx,B,N
Stelara,Psoriasis,55,Rx,B,N
triamcinolone,Psoriasis,37,Rx,C,N
ustekinumab,Psoriasis,36,Rx,B,N
adalimumab,Psoriasis,35,Rx,B,N
Cosentyx,Psoriasis,35,Rx,B,N
Remicade,Psoriasis,34,Rx,B,N
etanercept,Psoriasis,31,Rx,B,N
infliximab,Psoriasis,31,Rx,B,N
Avsola,Psoriasis,30,Rx,B,N
Inflectra,Psoriasis,30,Rx,B,N
Renflexis,Psoriasis,30,Rx,B,N
secukinumab,Psoriasis,30,Rx,B,N
fluocinonide,Psoriasis,22,Rx,C,N
triamcinolone,Psoriasis,20,Rx,C,N
Elocon,Psoriasis,16,Rx,C,N
calcipotriene,Psoriasis,13,Rx,C,N
mometasone,Psoriasis,13,Rx,C,N
prednisone,Psoriasis,12,Rx,C,N
Clobex,Psoriasis,11,Rx,C,N
Dovonex,Psoriasis,11,Rx,C,N
hydrocortisone,Psoriasis,10,Rx/OTC,C,N
desonide,Psoriasis,9,Rx,C,N
acitretin,Psoriasis,8,Rx,X,X
betamethasone,Psoriasis,8,Rx,C,N
cyclosporine,Psoriasis,8,Rx,C,N
Soriatane,Psoriasis,8,Rx,X,X
Taclonex,Psoriasis,8,Rx,C,N
Tazorac,Psoriasis,8,Rx,X,N
Temovate,Psoriasis,6,Rx,C,N
betamethasone / calcipotriene,Psoriasis,5,Rx,C,N
halobetasol,Psoriasis,5,Rx,C,N
Kenalog-40,Psoriasis,5,Rx,C,N
desoximetasone,Psoriasis,4,Rx,C,N
Kenalog,Psoriasis,4,Rx,C,N
Neoral,Psoriasis,4,Rx,C,N
Otrexup,Psoriasis,4,Rx,X,X
Trexall,Psoriasis,4,Rx,X,X
dexamethasone,Psoriasis,3,Rx,C,N
Enstilar,Psoriasis,3,Rx,C,N
fluocinolone,Psoriasis,3,Rx/OTC,C,N
Fluocinonide-E,Psoriasis,3,Rx,C,N
methylprednisolone,Psoriasis,3,Rx,C,N
Rasuvo,Psoriasis,3,Rx,X,X
tacrolimus,Psoriasis,3,Rx,C,N
Topicort,Psoriasis,3,Rx,C,N
Aristocort A,Psoriasis,2,Rx,C,N
Aristocort R,Psoriasis,2,Rx,C,N
Aristospan,Psoriasis,2,Rx,C,N
calcitriol,Psoriasis,2,Rx,C,N
Cinolar,Psoriasis,2,Rx,C,N
Clinacort,Psoriasis,2,Rx,C,N
coal tar,Psoriasis,2,Rx/OTC,C,N
Cortizone-10,Psoriasis,2,OTC,C,N
Kenalog-10,Psoriasis,2,Rx,C,N
Locoid,Psoriasis,2,Rx,C,N
prednisolone,Psoriasis,2,Rx,C,N
RediTrex,Psoriasis,2,Rx,X,X
Taclonex Scalp,Psoriasis,2,Rx,C,N
tazarotene,Psoriasis,2,Rx,X,N
Trianex,Psoriasis,2,Rx,C,N
Triderm,Psoriasis,2,Rx,C,N
Tritocin,Psoriasis,2,Rx,C,N
Vectical,Psoriasis,2,Rx,C,N
Acthar,Psoriasis,1,Rx,C,N
Ala-Cort,Psoriasis,1,Rx,C,N
Ala-Scalp,Psoriasis,1,Rx,C,N
Ala-Scalp HP,Psoriasis,1,Rx,C,N
alclometasone,Psoriasis,1,Rx,C,N
ammonium lactate / halobetasol,Psoriasis,1,Rx,C,N
Aquanil HC,Psoriasis,1,OTC,C,N
Beta HC,Psoriasis,1,OTC,C,N
Caldecort,Psoriasis,1,OTC,C,N
Cloderm,Psoriasis,1,Rx,C,N
Cordran,Psoriasis,1,Rx,C,N
Cordran Tape,Psoriasis,1,Rx,C,N
Cortizone-5,Psoriasis,1,OTC,C,N
Derma-Smoothe / FS (Scalp),Psoriasis,1,Rx/OTC,C,N
Dermarest Plus Anti-Itch,Psoriasis,1,OTC,C,N
Dermovate,Psoriasis,1,Rx,C,N
Dermtex HC,Psoriasis,1,OTC,C,N
diflorasone,Psoriasis,1,Rx,C,N
flurandrenolide,Psoriasis,1,Rx,C,N
Gengraf,Psoriasis,1,Rx,C,N
Halog,Psoriasis,1,Rx,C,N
Itch-X Lotion,Psoriasis,1,Rx,C,N
Locoid Lipocream,Psoriasis,1,Rx,C,N
NuCort,Psoriasis,1,Rx,C,N
Olux,Psoriasis,1,Rx,C,N
Olux-E,Psoriasis,1,Rx,C,N
Oxsoralen-Ultra,Psoriasis,1,Rx,D,N
Pandel,Psoriasis,1,Rx,C,N
Psoriasin,Psoriasis,1,Rx/OTC,C,N
Sarnol-HC,Psoriasis,1,OTC,C,N
Sernivo,Psoriasis,1,Rx,C,N
Synalar,Psoriasis,1,Rx/OTC,C,N
Texacort,Psoriasis,1,Rx,C,N
U-Cort,Psoriasis,1,OTC,C,N
Vanos,Psoriasis,1,Rx,C,N
Abrilada,Psoriasis,0,Rx,B,N
amcinonide,Psoriasis,0,Rx,C,N
Amjevita,Psoriasis,0,Rx,B,N
ammonium lactate/urea,Psoriasis,0,Rx/OTC,C,N
Analpram-HC,Psoriasis,0,Rx,C,N
Analpram E,Psoriasis,0,Rx,C,N
Anthraforte,Psoriasis,0,Rx,C,N
anthralin,Psoriasis,0,Rx,C,N
Anthrascalp,Psoriasis,0,Rx,C,N
Apexicon,Psoriasis,0,Rx,C,N
ApexiCon E,Psoriasis,0,Rx,C,N
Balnetar,Psoriasis,0,Rx/OTC,C,N
Betatar Gel,Psoriasis,0,Rx/OTC,C,N
Bryhali,Psoriasis,0,Rx,C,N
Calcitrene,Psoriasis,0,Rx,C,N
Capex,Psoriasis,0,Rx/OTC,C,N
Carb-O-Lac5,Psoriasis,0,Rx/OTC,C,N
Carb-O-Lac HP,Psoriasis,0,Rx/OTC,C,N
Clobevate,Psoriasis,0,Rx,C,N
clocortolone,Psoriasis,0,Rx,C,N
Clodan,Psoriasis,0,Rx,C,N
coal tar/salicylic acid/sulfur,Psoriasis,0,OTC,C,N
coal tar/salicylic acid,Psoriasis,0,OTC,N,N
Cordran SP,Psoriasis,0,Rx,C,N
Cormax,Psoriasis,0,Rx,C,N
Cormax Scalp,Psoriasis,0,Rx,C,N
corticotropin,Psoriasis,0,Rx,C,N
Cutar,Psoriasis,0,Rx/OTC,C,N
Cyclocort,Psoriasis,0,Rx,C,N
Cyltezo,Psoriasis,0,Rx,B,N
Derma-Smoothe / FS,Psoriasis,0,Rx/OTC,C,N
Derma-Smoothe / FS (Body Oil),Psoriasis,0,Rx/OTC,C,N
Dermatop,Psoriasis,0,Rx,C,N
Desonate,Psoriasis,0,Rx,C,N
DesOwen,Psoriasis,0,Rx,C,N
DHS Tar Shampoo,Psoriasis,0,Rx/OTC,C,N
Doak Tar,Psoriasis,0,Rx/OTC,C,N
Dritho-Scalp,Psoriasis,0,Rx,C,N
Drithocreme,Psoriasis,0,Rx,C,N
Elta Tar,Psoriasis,0,Rx/OTC,C,N
Embeline,Psoriasis,0,Rx,C,N
Embeline E,Psoriasis,0,Rx,C,N
Epifoam,Psoriasis,0,Rx,C,N
Estar,Psoriasis,0,Rx/OTC,C,N
Fototar,Psoriasis,0,Rx/OTC,C,N
H.P. Acthar Gel,Psoriasis,0,Rx,C,N
Hadlima,Psoriasis,0,Rx,B,N
halcinonide,Psoriasis,0,Rx,C,N
Halonate,Psoriasis,0,Rx,C,N
Hulio,Psoriasis,0,Rx,B,N
hydrocortisone / pramoxine,Psoriasis,0,Rx,C,N
hydroxyurea,Psoriasis,0,Rx,D,N
Hyrimoz,Psoriasis,0,Rx,B,N
Impoyz,Psoriasis,0,Rx,C,N
Ionil T,Psoriasis,0,Rx/OTC,C,N
Ixifi,Psoriasis,0,Rx,B,N
Kalosar,Psoriasis,0,Rx,C,N
Kerasal Ultra 20,Psoriasis,0,Rx/OTC,C,N
LoKara,Psoriasis,0,Rx,C,N
